Name,AC,Alignment,CR,Current HP,Damage,Environment,Hit Points,Initiative,Initiative Roll,Legendary,Page Number,Size,Source,Speed (ft),Type
Serpopard,15,,4,85,,,85,3,13,,342,,Tome of Beasts,,Beast
Hraesvelgr The Corpse Swallower,19,,19,241,,,241,0,10,Legendary,224,,Tome of Beasts,,Giant
Swolbold,14,,3,65,,,65,0,10,,240,,Creature Codex,,Humanoid
"Angel, Shrouded",18,,13,161,,,161,5,15,,29,,Tome of Beasts 3,,Celestial
Rubezahl,15,,10,110,,,110,2,12,,80,,Tome of Beasts,,Fiend
Bearmit Crab,14,,2,59,,,59,1,11,,52,,Creature Codex,,Monstrosity
"Aboleth, Nihilith",17,,12,135,,,135,-1,9,Legendary,8,,Tome of Beasts,,Undead
"Dinosaur, Jeholopterus",14,,0.25,12,,,12,3,13,,126,,Tome of Beasts 3,,Beast
Green Knight of the Woods,20,,6,78,,,78,0,10,,209,,Creature Codex,,Fey
Bathhouse Drake,16,,3,75,,,75,2,12,,130,,Creature Codex,,Dragon
Fellforged,15,,5,135,,,135,1,11,,182,,Tome of Beasts,,Construct
Ice Elemental,15,,5,114,,,114,-1,9,,133,,Tome of Beasts 2,,Elemental
Chronomatic Enhancer,16,,12,152,,,152,0,10,,64,,Tome of Beasts 2,,Construct
Black Pudding,7,,4,85,,,85,-3,7,,241,,5e SRD,,Ooze
Clockwork Beetle Swarm,14,,3,52,,,52,3,13,,61,,Tome of Beasts,,Construct
Accursed Guardian Naga,18,,12,136,,,136,4,14,,343,,A5e Monstrous Menagerie,,Monstrosity
Intellect Devourer,14,,3,36,,,36,3,13,,287,,A5e Monstrous Menagerie,,Aberration
Devilbound Gnomish Prince,12,,9,104,,,104,2,12,,0,,Tome of Beasts,,Humanoid
Grave Behemoth,9,,10,210,,,210,-1,9,,208,,Creature Codex,,Undead
Ammut,17,,9,172,,,172,1,11,,15,,Creature Codex,,Celestial
Avulzor,17,,8,135,,,135,3,13,,37,,Tome of Beasts 2,,Aberration
Bone Collective,17,,8,120,,,120,5,15,,39,,Tome of Beasts,,Undead
"Hag, Wood",16,,9,170,,,170,2,12,,228,,Tome of Beasts 3,,Fey
Tripwire Patch,14,,4,95,,,95,0,10,,371,,Tome of Beasts 3,,Plant
Shambling Mound,15,,5,136,,,136,-1,9,,270,,5e SRD,,Plant
Cutthroat,12,,1,27,,,27,2,12,,468,,A5e Monstrous Menagerie,,Humanoid
Giant Earth Elemental,17,,9,157,,,157,0,10,,194,,A5e Monstrous Menagerie,,Elemental
Swarm of Rats,10,,0.25,24,,,24,0,10,,339,,5e SRD,,Beast
"Dragon, Sand Adult",20,,18,270,,,270,1,11,Legendary,146,,Tome of Beasts 3,,Dragon
Swarm of Poisonous Snakes,14,,2,36,,,36,4,14,,338,,5e SRD,,Beast
Ogre Zombie,11,,2,59,,,59,-2,8,,436,,A5e Monstrous Menagerie,,Undead
Shadow Fey Duelist,17,,6,117,,,117,5,15,,171,,Tome of Beasts,,Humanoid
Cockatrice,11,,0.5,27,,,27,1,11,,42,,5e SRD,,Monstrosity
Xanka,15,,0.25,18,,,18,2,12,,411,,Tome of Beasts,,Construct
Mngwa,16,,4,91,,,91,3,13,,293,,Tome of Beasts,,Aberration
Kirikari,16,,9,142,,,142,3,13,,230,,Tome of Beasts 2,,Monstrosity
Minotaur Skeleton,12,,2,67,,,67,0,10,,273,,5e SRD,,Undead
Warrior,13,,0.125,11,,,11,1,11,,498,,A5e Monstrous Menagerie,,Humanoid
Coven Sea Hag,14,,4,75,,,75,1,11,,271,,A5e Monstrous Menagerie,,Fey
Archfey,16,,12,330,,,330,5,15,,200,,A5e Monstrous Menagerie,,Fey
Weeping Treant,17,,6,105,,,105,-1,9,,388,,Tome of Beasts,,Plant
Forest Drake,15,,2,60,,,60,-1,9,,130,,Creature Codex,,Dragon
Algorith,18,,10,136,,,136,2,12,,14,,Tome of Beasts,,Construct
Wintergrim,13,,0.5,26,,,26,1,11,,372,,Tome of Beasts 2,,Fey
Adult Green Dragon (+),18,,18,287,,,287,1,11,Legendary,113,,A5e Monstrous Menagerie,,Dragon
Winter Hag,17,,7,120,,,120,3,13,,272,,A5e Monstrous Menagerie,,Fey
Grimlock,11,,0.25,11,,,11,1,11,,175,,5e SRD,,Humanoid
Vampire,16,,13,144,,,144,4,14,Legendary,297,,5e SRD,,Undead
Adult White Dragon,18,,16,250,,,250,1,11,Legendary,122,,A5e Monstrous Menagerie,,Dragon
Sooze,12,,0.5,49,,,49,0,10,,287,,Creature Codex,,Aberration
Infernal Swarm,16,,12,150,,,150,3,13,,215,,Tome of Beasts 2,,Fiend
Niya-Atha Raja,17,,7,117,,,117,5,15,,291,,Tome of Beasts 3,,Fey
Jiangshi,15,,6,117,,,117,0,10,,230,,Creature Codex,,Undead
Derro Shadowseeker,17,,6,112,,,112,5,15,,98,,Tome of Beasts 2,,Humanoid
Ulnorya,14,,7,119,,,119,4,14,,354,,Tome of Beasts 2,,Aberration
Cave Sovereign,18,,16,253,,,253,-1,9,Legendary,78,,Tome of Beasts 3,,Aberration
Ancient Wasteland Dragon,22,,23,333,,,333,0,10,Legendary,118,,Creature Codex,,Dragon
Allosaurus,15,,3,57,,,57,4,14,,89,,A5e Monstrous Menagerie,,Beast
Cave Goat,11,,0.25,22,,,22,1,11,,389,,Tome of Beasts 2,,Beast
"Ogre Chieftain, Corrupted",17,,6,127,,,127,-1,9,,423,,Tome of Beasts,,Giant
Kishi Demon,18,,8,119,,,119,5,15,,77,,Tome of Beasts,,Fiend
"Troll, Breakwater",15,,7,105,,,105,2,12,,372,,Tome of Beasts 3,,Giant
Snow Hag,17,,3,82,,,82,1,11,,346,,Creature Codex,,Fey
Shambling Mound,15,,6,123,,,123,0,10,,391,,A5e Monstrous Menagerie,,Plant
Plesiosaurus,13,,2,68,,,68,2,12,,80,,5e SRD,,Beast
Swarm of Centipedes,12,,0.5,22,,,22,1,11,,339,,5e SRD,,Beast
Trollking Grunt,14,,2,45,,,45,1,11,,357,,Creature Codex,,Humanoid
Cueyatl Warchief,16,,7,117,,,117,2,12,,101,,Tome of Beasts 3,,Humanoid
Vine Troll Skeleton,16,,9,119,,,119,1,11,,351,,Tome of Beasts,,Plant
Whisperer in Darkness,17,,15,142,,,142,4,14,,378,,Creature Codex,,Aberration
Commoner,10,,0,4,,,4,0,10,,345,,5e SRD,,Humanoid
Animated Instrument,12,,0.25,17,,,17,1,11,,34,,Tome of Beasts 3,,Construct
Woodwose,13,,0.5,27,,,27,1,11,,383,,Creature Codex,,Humanoid
Pixie,15,,1,2,,,2,5,15,,202,,A5e Monstrous Menagerie,,Fey
Greed Swarm,13,,0.5,22,,,22,3,13,,184,,Tome of Beasts 2,,Construct
Doppelrat,13,,2,22,,,22,3,13,,123,,Tome of Beasts,,Monstrosity
Willowhaunt,14,,5,90,,,90,0,10,,369,,Tome of Beasts 2,,Undead
Urushi Constrictor,14,,6,133,,,133,2,12,,382,,Tome of Beasts 3,,Monstrosity
Mordant Snare,18,,15,264,,,264,3,13,,296,,Tome of Beasts,,Aberration
Giant Flea,14,,0.25,27,,,27,2,12,,197,,Tome of Beasts 3,,Beast
Hallowed Reed,13,,0.5,22,,,22,0,10,,305,,Creature Codex,,Celestial
Zoryas,14,,8,104,,,104,0,10,,21,,Creature Codex,,Celestial
Hoarfrost Drake,14,,2,52,,,52,2,12,,123,,Tome of Beasts 2,,Dragon
Ramag Portal Master,12,,5,71,,,71,2,12,,313,,Creature Codex,,Humanoid
Animated Bearskin Rug,13,,4,65,,,65,1,11,,24,,Tome of Beasts 2,,Construct
Resinous Frog,12,,0.25,19,,,19,-1,9,,397,,Tome of Beasts 2,,Beast
Goreling,12,,0.25,11,,,11,2,12,,207,,Creature Codex,,Undead
Boggard Sovereign,13,,3,67,,,67,1,11,,36,,A5e Monstrous Menagerie,,Humanoid
Shard Swarm,13,,0.5,22,,,22,1,11,,329,,Creature Codex,,Construct
Woe Siphon,14,,3,45,,,45,3,13,,373,,Tome of Beasts 2,,Fey
Bleakheart,12,,3,66,,,66,2,12,,43,,Tome of Beasts 2,,Undead
Magma Octopus,16,,8,147,,,147,3,13,,251,,Tome of Beasts 2,,Elemental
Radiant Spark Swarm,16,,3,38,,,38,3,13,,305,,Tome of Beasts 2,,Elemental
Gnoll Havoc Runner,15,,3,58,,,58,2,12,,230,,Tome of Beasts,,Humanoid
Eye Golem,20,,11,157,,,157,-1,9,,233,,Tome of Beasts,,Construct
Adult Bronze Dragon (+),18,,18,287,,,287,0,10,Legendary,161,,A5e Monstrous Menagerie,,Dragon
Ghillie Dubh,13,,1,52,,,52,1,11,,165,,Tome of Beasts 2,,Celestial
Wraith Lord,15,,13,171,,,171,5,15,,428,,A5e Monstrous Menagerie,,Undead
Young Brass Dragon,17,,6,110,,,110,0,10,,,,5e SRD,,Dragon
Earth Elemental,17,,5,126,,,126,-1,9,,124,,5e SRD,,Elemental
Dragon Eel,18,,12,230,,,230,1,11,,146,,Tome of Beasts,,Dragon
Catscratch,13,,3,76,,,76,2,12,,58,,Tome of Beasts 2,,Aberration
Frost Giant Jarl,15,,12,184,,,184,-1,9,,237,,A5e Monstrous Menagerie,,Giant
Young Blue Dragon Zombie,18,,10,152,,,152,-2,8,,180,,Tome of Beasts 2,,Undead
Fane Spirit,13,,3,52,,,52,3,13,,141,,Tome of Beasts 2,,Undead
Dogmole Juggernaut,15,,5,126,,,126,2,12,,121,,Tome of Beasts,,Monstrosity
Nautiloid,18,,13,216,,,216,2,12,,286,,Tome of Beasts 3,,Elemental
Chroma Lizard,15,,4,90,,,90,3,13,,84,,Tome of Beasts 3,,Beast
Mindrot Thrall,15,,3,82,,,82,2,12,,290,,Tome of Beasts,,Plant
Baboon,12,,0,3,,,3,2,12,,318,,5e SRD,,Beast
Ancient Bronze Dragon (+),21,,24,425,,,425,0,10,Legendary,160,,A5e Monstrous Menagerie,,Dragon
Cyonaxin,16,,8,117,,,117,6,16,,102,,Tome of Beasts 3,,Celestial
Avatar Of Boreas,20,,17,168,,,168,6,16,Legendary,42,,Tome of Beasts,,Elemental
"Dinosaur, Razorfeather Raptor",16,,2,39,,,39,3,13,,127,,Tome of Beasts 3,,Monstrosity
Drop Bear,12,,3,42,,,42,0,10,,456,,A5e Monstrous Menagerie,,Beast
Wyvern Knight,20,,5,102,,,102,0,10,,385,,Creature Codex,,Humanoid
"Gremlin, Bilge",13,,0.5,36,,,36,3,13,,219,,Tome of Beasts 3,,Fey
Niya-Atha Sorcerer,13,,4,66,,,66,3,13,,290,,Tome of Beasts 3,,Fey
Unicorn,12,,5,67,,,67,2,12,Legendary,294,,5e SRD,,Celestial
Gbahali (Postosuchus),15,,6,126,,,126,2,12,,209,,Tome of Beasts,,Beast
Brachyura Shambler,14,,4,71,,,71,1,11,,49,,Tome of Beasts 2,,Monstrosity
Tosculi Warrior,15,,2,58,,,58,5,15,,386,,Tome of Beasts,,Monstrosity
Wood Ward,13,,1,19,,,19,1,11,,374,,Tome of Beasts 2,,Construct
Serpentine Lamia,13,,1,36,,,36,2,12,,249,,Creature Codex,,Monstrosity
"Baba Yaga's Horsemen, Black Night",20,,11,171,,,171,0,10,,29,,Tome of Beasts,,Fey
Wyvern,13,,6,110,,,110,0,10,,303,,5e SRD,,Dragon
Karakura,15,,5,76,,,76,4,14,,235,,Creature Codex,,Fiend
Ancient Black Dragon,22,,21,367,,,367,2,12,Legendary,87,,5e SRD,,Dragon
Ancient Brass Dragon (+),20,,22,367,,,367,0,10,Legendary,154,,A5e Monstrous Menagerie,,Dragon
Khalkos,16,,9,130,,,130,3,13,,294,,A5e Monstrous Menagerie,,Aberration
Hill Dwarf Wrestler,14,,4,75,,,75,2,12,,495,,A5e Monstrous Menagerie,,Humanoid
Clockwork Scorpion,16,,9,95,,,95,1,11,,89,,Tome of Beasts 3,,Construct
Capybear,13,,1,60,,,60,2,12,,72,,Tome of Beasts 3,,Monstrosity
Fallen Planetar,19,,16,250,,,250,6,16,,19,,A5e Monstrous Menagerie,,Celestial
Stargazer,17,,9,168,,,168,0,10,,354,,Tome of Beasts 3,,Monstrosity
Great Wyrm Red Dragon,22,,26,897,,,897,0,10,Legendary,116,,A5e Monstrous Menagerie,,Dragon
Broodmother of Leng,17,,11,161,,,161,2,12,,52,,Tome of Beasts 2,,Aberration
Sandman,14,,5,82,,,82,4,14,,333,,Tome of Beasts,,Celestial
Giant Vampire Bat,13,,2,60,,,60,3,13,,50,,Creature Codex,,Beast
Giant Elk,15,,2,42,,,42,3,13,,325,,5e SRD,,Beast
Moderate Malleable,12,,5,136,,,136,-1,9,,254,,Tome of Beasts 2,,Aberration
Ice Urchin,14,,1,45,,,45,1,11,,239,,Tome of Beasts 3,,Monstrosity
Bearfolk Chieftain,17,,6,130,,,130,2,12,,51,,Creature Codex,,Humanoid
Kappa,16,,2,49,,,49,2,12,,234,,Creature Codex,,Fey
Young Boreal Dragon,18,,8,142,,,142,0,10,,112,,Tome of Beasts 2,,Dragon
Desert Giant,17,,9,175,,,175,0,10,,222,,Tome of Beasts,,Giant
Shrieker,5,,0,13,,,13,-5,5,,138,,5e SRD,,Plant
Yali,15,,2,51,,,51,2,12,,398,,Tome of Beasts 3,,Construct
Enchanter,12,,7,58,,,58,2,12,,143,,Creature Codex,,Humanoid
Salamander,15,,5,90,,,90,2,12,,266,,5e SRD,,Elemental
Light Eater,14,,0.5,26,,,26,2,12,,262,,Tome of Beasts 3,,Aberration
Dread Troll,15,,7,105,,,105,1,11,,413,,A5e Monstrous Menagerie,,Giant
Fire Giant,18,,9,162,,,162,-1,9,,154,,5e SRD,,Giant
Animated Armor,18,,1,33,,,33,0,10,,19,,5e SRD,,Construct
Dust Grazer,12,,4,105,,,105,-2,8,,163,,Tome of Beasts 3,,Aberration
Ziphius,16,,8,135,,,135,1,11,,392,,Creature Codex,,Aberration
Stellar Rorqual,14,,12,165,,,165,-1,9,,338,,Tome of Beasts 2,,Aberration
Necrotech Reaver,15,,6,126,,,126,-2,8,,288,,Tome of Beasts 3,,Undead
Skeleton Horde,13,,4,65,,,65,2,12,,394,,A5e Monstrous Menagerie,,Undead
Scout,13,,0.5,16,,,16,2,12,,349,,5e SRD,,Humanoid
Basilisk,15,,3,52,,,52,-1,9,,32,,A5e Monstrous Menagerie,,Monstrosity
Urochar (Strangling Watcher),19,,17,256,,,256,2,12,Legendary,393,,Tome of Beasts,,Aberration
"Hag, Brine",16,,9,150,,,150,1,11,,225,,Tome of Beasts 3,,Fey
Sea Serpent,17,,16,247,,,247,0,10,,386,,A5e Monstrous Menagerie,,Monstrosity
River Dragon Wyrmling,16,,2,44,,,44,2,12,,133,,A5e Monstrous Menagerie,,Dragon
Treacle,13,,0.25,22,,,22,-2,8,,387,,Tome of Beasts,,Ooze
Fraughashar,15,,0.5,18,,,18,2,12,,206,,Tome of Beasts,,Fey
Oasis Keeper,15,,9,123,,,123,2,12,,273,,Tome of Beasts 2,,Monstrosity
Strobing Fungus,13,,4,76,,,76,0,10,,160,,Tome of Beasts 2,,Plant
Morko,12,,0.25,17,,,17,2,12,,270,,Creature Codex,,Fey
Diving Gel,13,,0.25,17,,,17,3,13,,136,,Tome of Beasts 3,,Ooze
Sea Hag,14,,2,52,,,52,1,11,,179,,5e SRD,,Fey
Flying Lion,12,,3,57,,,57,2,12,,256,,A5e Monstrous Menagerie,,Monstrosity
Gargoyle,15,,2,52,,,52,0,10,,140,,5e SRD,,Elemental
Trollkin Fire Shaman,14,,2,45,,,45,2,12,,376,,Tome of Beasts 3,,Humanoid
Amphiptere,15,,3,60,,,60,4,14,,16,,Tome of Beasts,,Beast
Chaos Creeper,16,,9,150,,,150,4,14,,80,,Tome of Beasts 3,,Plant
Rhinoceros,11,,2,45,,,45,-1,9,,336,,5e SRD,,Beast
Caltrop Golem,16,,6,75,,,75,4,14,,390,,Tome of Beasts 2,,Construct
"Mummy, Peat",12,,5,93,,,93,-1,9,,280,,Tome of Beasts 3,,Undead
Ochre Jelly,8,,2,45,,,45,-2,8,,243,,5e SRD,,Ooze
"Dwarf, Pike Guard Captain",18,,5,93,,,93,-1,9,,166,,Tome of Beasts 3,,Humanoid
Clockwork Mantis,15,,6,68,,,68,4,14,,67,,Tome of Beasts 2,,Construct
"Drake, Reef",18,,9,152,,,152,2,12,,154,,Tome of Beasts 3,,Dragon
Lost Minotaur,16,,8,114,,,114,0,10,,169,,Creature Codex,,Undead
Elophar,8,,4,126,,,126,-2,8,,149,,Creature Codex,,Undead
Moon Nymph,13,,8,110,,,110,3,13,,269,,Creature Codex,,Aberration
Dead Mans Fingers,15,,10,190,,,190,0,10,,211,,A5e Monstrous Menagerie,,Plant
Vila,15,,5,77,,,77,5,15,,400,,Tome of Beasts,,Fey
Drider,19,,6,123,,,123,3,13,,120,,5e SRD,,Monstrosity
"Swarm, Ice Borers",12,,2,40,,,40,2,12,,362,,Tome of Beasts 3,,Elemental
Oth,15,,5,119,,,119,0,10,,292,,Creature Codex,,Aberration
Yavalnoi,16,,6,126,,,126,2,12,,379,,Tome of Beasts 2,,Aberration
Pillar of the Lost Magocracy,14,,4,90,,,90,-5,5,,299,,Creature Codex,,Construct
"Imperator, Penguin Swarm",13,,5,114,,,114,0,10,,242,,Tome of Beasts 3,,Beast
Npc: Atavist,16,,4,75,,,75,2,12,,404,,Tome of Beasts 3,,Humanoid
Giant Crab,15,,0.125,13,,,13,2,12,,324,,5e SRD,,Beast
Hinderling,13,,0.25,13,,,13,3,13,,232,,Tome of Beasts 3,,Fey
"Alliumite, Husker",15,,2,68,,,68,1,11,,17,,Tome of Beasts 3,,Plant
Dawnfly,21,,19,261,,,261,5,15,Legendary,104,,Tome of Beasts 3,,Beast
Liminal Drake,17,,14,204,,,204,7,17,,107,,Tome of Beasts 2,,Dragon
Ancient Sea Dragon,22,,22,481,,,481,0,10,Legendary,135,,Tome of Beasts,,Dragon
Minotaur Champion,19,,16,262,,,262,0,10,,335,,A5e Monstrous Menagerie,,Monstrosity
"Demon, Vetala",15,,8,114,,,114,5,15,,112,,Tome of Beasts 3,,Fiend
Bloated Ghoul,14,,6,142,,,142,0,10,,166,,Tome of Beasts 2,,Undead
Dracotaur,17,,6,110,,,110,3,13,,110,,Creature Codex,,Dragon
Ancient White Dragon,20,,20,333,,,333,0,10,Legendary,100,,5e SRD,,Dragon
Jotun Giant,20,,22,407,,,407,-1,9,Legendary,222,,Tome of Beasts,,Giant
Adult Gold Dragon,19,,17,256,,,256,2,12,Legendary,114,,5e SRD,,Dragon
Alseid Grovekeeper,15,,3,71,,,71,3,13,,15,,Tome of Beasts,,Monstrosity
Savior Lumen,15,,5,114,,,114,5,15,,335,,Tome of Beasts 3,,Celestial
Gilded Devil,16,,7,112,,,112,2,12,,106,,Tome of Beasts,,Fiend
Young Sea Dragon,18,,9,152,,,152,0,10,,136,,Tome of Beasts,,Dragon
Külmking,14,,9,127,,,127,2,12,,244,,Creature Codex,,Undead
Dire Centipede,13,,2,45,,,45,0,10,,443,,A5e Monstrous Menagerie,,Beast
Bearfolk,14,,3,45,,,45,2,12,,33,,Tome of Beasts,,Humanoid
Deva,17,,10,136,,,136,4,14,,16,,5e SRD,,Celestial
Dark Voice,16,,5,91,,,91,0,10,,73,,Creature Codex,,Humanoid
Great Wyrm Gold Dragon,22,,26,975,,,975,2,12,Legendary,170,,A5e Monstrous Menagerie,,Dragon
Kongamato,16,,5,112,,,112,4,14,,265,,Tome of Beasts,,Beast
Elite Kobold,14,,1,26,,,26,3,13,,239,,Creature Codex,,Humanoid
Rohalin,,,,0,,,,,12,,,,,,Character
Fey Revenant,19,,7,161,,,161,4,14,,150,,Tome of Beasts 2,,Fey
Titanic Dragon Turtle,21,,24,396,,,396,0,10,Legendary,182,,A5e Monstrous Menagerie,,Dragon
Incinis,17,,10,171,,,171,5,15,,226,,Creature Codex,,Elemental
Astral Devourer,16,,8,90,,,90,3,13,,30,,Tome of Beasts 2,,Aberration
Kot Bayun,15,,2,44,,,44,3,13,,268,,Tome of Beasts,,Monstrosity
Stained-Glass Moth,12,,1,45,,,45,2,12,,353,,Tome of Beasts 3,,Construct
Ghostwalk Spider,15,,9,119,,,119,5,15,,361,,Tome of Beasts,,Monstrosity
Deep One,13,,2,91,,,91,1,11,,73,,Tome of Beasts,,Humanoid
Wakwak,13,,2,45,,,45,1,11,,388,,Tome of Beasts 3,,Beast
"Crab, Samurai",16,,6,105,,,105,0,10,,99,,Tome of Beasts 3,,Beast
Sasquatch,14,,5,119,,,119,2,12,,58,,Tome of Beasts 2,,Beast
Duelist,16,,5,90,,,90,4,14,,497,,A5e Monstrous Menagerie,,Humanoid
Cadaver Sprite,14,,0.5,20,,,20,4,14,,55,,Tome of Beasts 2,,Undead
Deathspeaker,14,,4,97,,,97,3,13,,82,,Tome of Beasts 2,,Undead
Brass Dragon Wyrmling,16,,1,16,,,16,0,10,,106,,5e SRD,,Dragon
Horde Demon Band,13,,13,260,,,260,1,11,,71,,A5e Monstrous Menagerie,,Fiend
Quickserpent,15,,4,102,,,102,1,11,,303,,Tome of Beasts 2,,Beast
Somberweave,14,,5,78,,,78,4,14,,335,,Tome of Beasts 2,,Fey
Kezai,16,,4,67,,,67,4,14,,228,,Tome of Beasts 2,,Monstrosity
Chuul,16,,4,93,,,93,0,10,,40,,5e SRD,,Aberration
Selang,15,,4,76,,,76,2,12,,341,,Tome of Beasts,,Fey
Malmbjorn,18,,15,218,,,218,0,10,,267,,Tome of Beasts 3,,Monstrosity
Rug of Smothering,12,,2,33,,,33,2,12,,20,,5e SRD,,Construct
Karkadann,15,,7,157,,,157,0,10,,249,,Tome of Beasts 3,,Monstrosity
"Animated Instrument, Quartet",14,,4,102,,,102,3,13,,35,,Tome of Beasts 3,,Construct
Lake Troll,15,,7,126,,,126,1,11,,389,,Tome of Beasts,,Giant
Ascetic Grandmaster,20,,14,172,,,172,5,15,,465,,A5e Monstrous Menagerie,,Humanoid
Brownie,15,,1,28,,,28,5,15,,68,,Tome of Beasts 3,,Fey
Ancient River Dragon,20,,23,372,,,372,7,17,Legendary,131,,A5e Monstrous Menagerie,,Dragon
Aatxe,14,,5,105,,,105,1,11,Legendary,7,,Creature Codex,,Celestial
Sathaq Worm,16,,10,172,,,172,-2,8,,337,,Tome of Beasts,,Elemental
Droth,16,,12,230,,,230,-1,9,,333,,Creature Codex,,Aberration
Coven Night Hag,17,,7,120,,,120,2,12,,270,,A5e Monstrous Menagerie,,Fey
Angelic Enforcer,18,,12,152,,,152,4,14,,17,,Tome of Beasts 2,,Celestial
Dvarapala,14,,5,136,,,136,-1,9,,137,,Creature Codex,,Giant
Sharkjaw Skeleton,13,,1,45,,,45,0,10,,350,,Tome of Beasts,,Undead
Ring Servant,15,,8,114,,,114,0,10,,318,,Creature Codex,,Construct
Ophanim,19,,16,200,,,200,6,16,,18,,Creature Codex,,Celestial
Mad Piper,12,,2,19,,,19,-1,9,,250,,Tome of Beasts 2,,Construct
Exploding Toad,12,,0.25,2,,,2,1,11,,150,,Creature Codex,,Monstrosity
"Hippopotamus, Sacred",16,,5,114,,,114,-2,8,,234,,Tome of Beasts 3,,Celestial
Ash Drake,16,,4,117,,,117,2,12,,149,,Tome of Beasts,,Dragon
"Demon, Maha",15,,12,178,,,178,5,15,,111,,Tome of Beasts 3,,Fiend
Chaos Raptor,18,,13,248,,,248,0,10,,81,,Tome of Beasts 3,,Monstrosity
Junk Shaman,12,,2,42,,,42,2,12,,238,,Creature Codex,,Humanoid
Cipactli,15,,5,78,,,78,2,12,,83,,Creature Codex,,Fiend
"Ogre, Black Sun",17,,8,152,,,152,1,11,,298,,Tome of Beasts 3,,Giant
Giant Eagle,13,,1,26,,,26,3,13,,324,,5e SRD,,Beast
Wind's Harp,12,,4,63,,,63,1,11,,105,,Creature Codex,,Fiend
Fire Imp,13,,0.5,14,,,14,2,12,,103,,Creature Codex,,Fiend
"Gremlin, Rum Story Keeper",13,,2,38,,,38,3,13,,220,,Tome of Beasts 3,,Fey
Ancient Boreal Dragon,22,,24,407,,,407,0,10,Legendary,143,,Tome of Beasts 2,,Dragon
Nharyth,17,,9,168,,,168,2,12,,269,,Tome of Beasts 2,,Aberration
"Golem, Barnyard",9,,3,75,,,75,-1,9,,213,,Tome of Beasts 3,,Construct
Khalkos Spawn,16,,2,27,,,27,3,13,,294,,A5e Monstrous Menagerie,,Aberration
Pegasus,12,,2,59,,,59,2,12,,250,,5e SRD,,Celestial
Obeleric,15,,3,75,,,75,2,12,,294,,Tome of Beasts 3,,Aberration
Heggarna,16,,1,40,,,40,3,13,,196,,Tome of Beasts 2,,Aberration
Black Dragon Wyrmling,17,,2,33,,,33,2,12,,88,,5e SRD,,Dragon
Astral Snapper,12,,3,78,,,78,2,12,,43,,Creature Codex,,Aberration
Dragonbound Warrior,13,,0.25,11,,,11,1,11,,498,,A5e Monstrous Menagerie,,Humanoid
Aural Hunter,15,,5,127,,,127,2,12,,47,,Tome of Beasts 3,,Aberration
Stone Giant,17,,7,126,,,126,2,12,,156,,5e SRD,,Giant
Thripper,15,,6,104,,,104,4,14,,368,,Tome of Beasts 3,,Humanoid
Shadow of Death,18,,21,250,,,250,8,18,,323,,Tome of Beasts 2,,Celestial
Imperator,16,,11,216,,,216,0,10,,242,,Tome of Beasts 3,,Monstrosity
Deep Gnome Scout,15,,0.5,19,,,19,3,13,,491,,A5e Monstrous Menagerie,,Humanoid
Mari Lwyd,15,,4,66,,,66,1,11,,257,,Tome of Beasts 2,,Undead
Alchemist Archer,17,,10,135,,,135,5,15,,141,,Creature Codex,,Humanoid
"Troll, Tumor",13,,6,125,,,125,-2,8,,375,,Tome of Beasts 3,,Giant
Frostveil,16,,4,67,,,67,5,15,,207,,Tome of Beasts,,Plant
Giant Air Elemental,14,,9,127,,,127,4,14,,194,,A5e Monstrous Menagerie,,Elemental
Lizardfolk Chosen One,15,,4,75,,,75,1,11,,310,,A5e Monstrous Menagerie,,Humanoid
Mask Wight,19,,13,207,,,207,4,14,,285,,Tome of Beasts,,Undead
"Kobold, Leviathan Hunter",17,,10,190,,,190,2,12,,255,,Tome of Beasts 3,,Humanoid
Giant Grick,17,,2,90,,,90,2,12,,255,,A5e Monstrous Menagerie,,Monstrosity
Star Spawn Of Cthulhu,17,,15,187,,,187,2,12,,368,,Tome of Beasts,,Fiend
Sodwose,15,,6,127,,,127,5,15,,350,,Tome of Beasts 3,,Plant
Shadow Fey,15,,0.25,31,,,31,2,12,,171,,Tome of Beasts,,Humanoid
Spider,12,,0,1,,,1,2,12,,337,,5e SRD,,Beast
Goblin Skulker,13,,1,10,,,10,1,11,,250,,A5e Monstrous Menagerie,,Humanoid
"Demon, Kogukhpak",17,,18,262,,,262,0,10,,109,,Tome of Beasts 3,,Fiend
Npc: Apostle,15,,6,117,,,117,1,11,,403,,Tome of Beasts 3,,Humanoid
Kamaitachi,14,,5,84,,,84,4,14,,220,,Tome of Beasts 2,,Monstrosity
Hverhuldra,15,,6,120,,,120,3,13,,206,,Tome of Beasts 2,,Fey
Astri,15,,8,112,,,112,5,15,,31,,Tome of Beasts 2,,Celestial
Monolith Footman,14,,3,60,,,60,1,11,,295,,Tome of Beasts,,Construct
Baliri Demon,17,,14,190,,,190,3,13,,140,,Tome of Beasts 2,,Fiend
Shukankor,17,,9,115,,,115,1,11,,326,,Tome of Beasts 2,,Aberration
Soldier Squad,16,,5,97,,,97,1,11,,494,,A5e Monstrous Menagerie,,Humanoid
Giant Lanternfish,13,,4,85,,,85,3,13,,303,,A5e Monstrous Menagerie,,Monstrosity
Lesser Lunarchidna,15,,2,39,,,39,2,12,,242,,Tome of Beasts 2,,Aberration
Zaratan,25,,26,507,,,507,-4,6,Legendary,414,,Tome of Beasts,,Monstrosity
